topico,subtopico,titulo,numero_processo,data,relator,publicacao,tribunal,resumo,url_pdf,url_fonte
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Mandado de Segurança Cível nº 0600207-36, acórdão de 21/10/2024, rel. Des. Daniel Carvalho Carneiro, publicado no DJE de 25/10/2024",0600207-36,21/10/2024,Daniel Carvalho Carneiro,,TRE-CE,"TRE-CE, Mandado de Segurança Cível nº 0600207-36, acórdão de 21/10/2024, rel. Des. Daniel Carvalho Carneiro, publicado no DJE de 25/10/2024
AGRAVO INTERNO. RECURSO ESPECIAL. ELEIÇÕES 2020. VEREADOR. PRESTAÇÃO DE CONTAS DE CAMPANHA. GASTOS ELEITORAIS. RECURSOS PÚBLICOS. NÃO COMPROVAÇÃO. NOTIFICAÇÃO PESSOAL DO CANDIDATO. VALIDADE. DESAPROVAÇÃO. NEGATIVA DE PROVIMENTO.
2. Inexiste nulidade na intimação do candidato para apresentar documentos. Consoante os arts. 69,capute § 4º, e 98, § 8º, da Res.–TSE 23.607/2019, é direito do prestador de contas ser previamente notificado para se manifestar acerca das irregularidades identificadas e apresentar as provas que entender cabíveis. De outra parte, não havendo advogado constituído nos autos, a notificação será feita pessoalmente ao próprio candidato.
3. Na hipótese, infere–se do aresto recorrido que ""o Ministério Público Eleitoral requereu a intimação do prestador para complementação das contas apresentadas. Intimado o prestador, o prazo concedido transcorreu sem manifestação de sua parte"". Assim, considerando–se válida e regular a notificação pessoal do candidato, inexistem motivos para se repetir o ato em nome da parte ou de sua advogada. Nos termos do art. 98, § 3º, da Res.–TSE 23.607/2019, ""não será prevista ou adotada intimação simultânea ou de reforço por mais de um meio, somente se passando ao subsequente em caso de frustrada a realizada sob a forma anterior"".
9. Agravo interno a que se nega provimento.
(TSE, Agravo Regimental no Recurso Especial Eleitoral nº 0600576-47, acórdão de 20/10/2023, rel. Min. Benedito Gonçalves, publicado no DJE de 3/11/2023)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3376809,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TSE, Agravo Regimental no Recurso Especial Eleitoral nº 0600576-47, acórdão de 20/10/2023, rel. Min. Benedito Gonçalves, publicado no DJE de 3/11/2023",0600576-47,20/10/2023,Benedito Gonçalves,,TSE,"TSE, Agravo Regimental no Recurso Especial Eleitoral nº 0600576-47, acórdão de 20/10/2023, rel. Min. Benedito Gonçalves, publicado no DJE de 3/11/2023
CUMPRIMENTO DE SENTENÇA. A SITUAÇÃO FÁTICA ENFRENTADA NOS AUTOS FOI DE INEXISTÊNCIA DE PROCURAÇÃOAD JUDICIAQUE COMPROVASSE A REGULAR REPRESENTAÇÃO PROCESSUAL DO CANDIDATO E, POR CONSEGUINTE, ENSEJOU SUA CITAÇÃO NOS MOLDES DESCRITOS NA LEGISLAÇÃO PRÓPRIA PARA TAIS CASOS. PRONTO ATENDIMENTO AOS REGRAMENTOS DA LEGISLAÇÃO ESPECÍFICA PARA CIÊNCIA DO CANDIDATO ACERCA DAS FALHAS APONTADAS EM SUA PRESTAÇÃO DE CONTAS, QUANDO INEXISTENTE ADVOGADO REGULARMENTE CONSTITUÍDO. PEDIDO INDEFERIDO. SEGUIMENTO DO FEITO.
1 – O motivo que ensejou o julgamento pela não prestação das contas de campanha do candidato foi justamente a ausência de constituição de advogado. Durante a tramitação do feito, este fato foi apontado pelo órgão técnico através do Relatório Preliminar e, posteriormente, em Parecer Conclusivo. Tal circunstância ensejou a citação do prestador de contas para atendimento das diligências relacionadas – em especial, a apresentação de procuração nos autos – por meio de mensagem instantânea (whatsapp) no número de telefone celular informado pelo candidato por ocasião do pedido de registro de candidatura, conforme certidão.
2 – Em análise do feito, verifica–se que houve o cumprimento do quanto previsto no art. 98, §§ 8º, 9º, I, e 10º da Resolução–TSE nº 23.607/2019, tendo em vista que foi realizada a citação do candidato através de mensagem instantânea do contato telefônico informado no seu Requerimento de Registro de Candidatura, decorrente da constatação de ausência de instrumento de mandato.
3 – Com relação à confirmação do recebimento da citação, via mensagem instantânea, a norma específica dispensa a confirmação da leitura pelo destinatário, sendo suficiente a confirmação de entrega para validação da intimação/citação, conforme disposto no art. 98, § 2º, II, da Resolução–TSE nº 23.607/2019.
4 – Evidencia–se, portanto, regularidade na tramitação do feito, notadamente nos atos de comunicação processual. Por fim, igualmente, não merece cabimento o pedido de retificação de prestação de contas, diante do trânsito em julgado da decisão que julgou não prestadas as contas de campanha do candidato.
5 – Pedido indeferido e determinação do prosseguimento da execução do Acórdão prolatado por este Regional, com a intimação do devedor para efetuar o pagamento e, não havendo manifestação, intimação da AGU para providências, em observância à Portaria–TRE/CE nº 728/2023.
(TRE-CE, Cumprimento de Sentença nº 0602345-44, acórdão de 10/10/2023, rel.ª Juíza Kamile Moreita Castro, publicado no DJE de 17/10/2023)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3283019,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Cumprimento de Sentença nº 0602345-44, acórdão de 10/10/2023, rel.ª Juíza Kamile Moreita Castro, publicado no DJE de 17/10/2023)",0602345-44,10/10/2023,Raimundo Deusdeth Rodrigues Júnior,,TRE-CE,"TRE-CE, Cumprimento de Sentença nº 0602345-44, acórdão de 10/10/2023, rel.ª Juíza Kamile Moreita Castro, publicado no DJE de 17/10/2023)
AÇÃO DECLARATÓRIA DE NULIDADE. PRESTAÇÃO DE CONTAS DE CAMPANHA 2022 JULGADAS NÃO PRESTADAS. NULIDADE DA CITAÇÃO. INEXISTÊNCIA.IMPROCEDÊNCIA DA AÇÃO.
1. Trata–se de Ação Declaratória de Nulidade, com pedido de antecipação de tutela, proposta por candidata ao cargo de Deputado Estadual nas Eleições 2022, em face de acórdão deste Regional que julgou suas contas de campanha como não prestadas.
2. O cerne da demanda reside na alegação da parte autora de ausência de citação válida nos autos do Processo de Prestação de Contas nº 0601524–40.2022.6.06.0000, tendo em vista ter sido esta realizada por mensagem eletrônica para número diverso do informado em seu pedido de registro de candidatura.
3. Inicialmente, conforme bem observado pela Procuradoria Regional Eleitoral, o ato processual que se analisará no presente feito trata–se de intimação e não de citação, nos termos em que estabelecido no art. 69, § 1º, da Resolução TSE nº 23.607/2019.
4. A candidata apresentou suas contas finais não havendo assim que se falar em citação, já que esta, nos termos do art. 238 do Código de Processo Civil, é ""o ato pelo qual são convocados o réu, o executado ou o interessado para integrar a relação processual"".
5. O conjunto de informações apresentado nos autos levava a crer que o ato realizado no processo de prestação de contas não havia sido cumprido adequadamente, razão pela qual foi deferida, em análise perfunctória, a tutela antecipada pleiteada suspendendo o curso do cumprimento do acórdão.
6. Todavia, analisando os autos de maneira aprofundada, por ocasião do exame do mérito da demanda, percebe–se que, além do ato tratar–se de intimação e não citação, foi este realizado de maneira perfeitamente válido.
7. Compulsando os autos do aludido processo de prestação de contas, constata–se na ficha de qualificação que o número de telefone informando é exatamente aquele para o qual foi encaminhado o ato objeto deste feito, qual seja, (...).
8. Tal fato é, inclusive, certificado pela Secretaria Judiciária desta Corte, com o acréscimo da informação de que se trata do número do contador da candidata.
9. Relevante ponderar, ainda, que, junto à certidão que confirma a intimação da ora Requerente, percebe–se, por meio de ""print"" da tela, que ao receber a comunicação eletrônica, é travado rápido diálogo com o servidor deste Tribunal, inclusive, com agradecimento pelas informações.
10. Portanto, o ato contestado pela Peticionante não incidiu em qualquer nulidade, visto que foi direcionado para o número de telefone apontado pela candidata, especificamente, nos autos da prestação de contas cuja anulação se requer neste feito.
11. Compete, também, considerar que, ao contrário do que pretende a Peticionante, a Resolução TSE nº 23.607/2019, ao tratar dos atos realizados por meios eletrônicos em processos de prestação de contas, não estabelece que estes sejam direcionados para o número de telefone informado no processo de registro de candidatura. A referida Resolução dispõe que tais diligências devem ser encaminhadas para o número de telefone informado pelo partido, coligação, candidata ou candidato, como ocorreu no caso em tela.
12. Portanto, informando a candidata número de telefone em sua ficha de qualificação nos próprios autos do processo de prestação de contas, não faz qualquer sentido que os atos de comunicação processual fossem encaminhados para um número de telefone apontado em outro processo conforme defendido pela ora Peticionante, principalmente, diante da ausência de previsão legal para a execução de tal medida.
13. Ante o exposto, a improcedência da presente ação de nulidade é medida que se impõe.
14. Improcedência da ação. Revogação da tutela deferida. Regular prosseguimento do feito.
(TRE-CE, Petição Cível nº 0600097-71, acórdão de 24/7/2023, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 26/7/2023)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3280321,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Petição Cível nº 0600097-71, acórdão de 24/7/2023, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 26/7/2023",0600097-71,24/7/2023,Raimundo Deusdeth Rodrigues Júnior,,TRE-CE,"TRE-CE, Petição Cível nº 0600097-71, acórdão de 24/7/2023, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 26/7/2023
ELEIÇÕES 2022. PRESTAÇÃO DE CONTAS DE CAMPANHA. CANDIDATO. CARGO DEPUTADO FEDERAL. CITAÇÃO DO CANDIDATO SEGUIU O PROCEDIMENTO ESTABELECIDO NA RESOLUÇÃO–TSE Nº 23.607/2019, SENDO ENCAMINHADA, VIA APLICATIVO DE MENSAGEM INSTANTÂNEAWHATSAPPPARA O NÚMERO CONSTANTE DO SEU REQUERIMENTO DE REGISTRO DE CANDIDATURA, TENDO O LANÇAMENTO DO DUPLO TIQUE, NA COR AZUL, SIDO CERTIFICADO NA MESMA DATA POR SERVIDOR DA SJU. REVELIA. AUSÊNCIA DE PROCURAÇÃO. CONTAS NÃO PRESTADAS.
1 – No caso, verifica–se que o candidato foi citado/intimado, via mensagem instantânea, através do aplicativoWhatsApppara apresentar documentos para sua prestação de contas de campanha, notadamente, procuração do advogado. De acordo com documento de ID 19385491, decorreu o prazo sem qualquer manifestação.
2 – Com relação à comunicação dos atos processuais, importa destacar o disposto no art. 98, §§ 8º, 9º, I e 10º, da Resolução–TSE nº 23.607/2019. Em caso de ausência de representação processual, o candidato será citado pessoalmente para constituir advogado, sob pena de suas contas serem julgadas não prestadas. Tal citação deve ser realizada por mensagem instantânea e, não sendo exitosa, sucessivamente pore–mail, correspondência e demais meios previstos no CPC. Observa–se, inclusive, o disposto no art. 246 do CPC, com redação dada pela Lei nº 14.195/2021, que passou a adotar, preferencialmente, a citação por meio eletrônico.
3 – Contas não prestadas.
(TRE-CE, Prestação de Contas Eleitorais nº 0601543-46, acórdão de 16/12/2022, rel.ª Juíza Kamile Moreita Castro, publicado no DJE de 31/1/2023)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3263360,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Prestação de Contas Eleitorais nº 0601543-46, acórdão de 16/12/2022, rel.ª Juíza Kamile Moreita Castro, publicado no DJE de 31/1/2023",0601543-46,16/12/2022,Raimundo Deusdeth Rodrigues Júnior,,TRE-CE,"TRE-CE, Prestação de Contas Eleitorais nº 0601543-46, acórdão de 16/12/2022, rel.ª Juíza Kamile Moreita Castro, publicado no DJE de 31/1/2023
RECURSO ELEITORAL. PRESTAÇÃO DE CONTAS. ELEIÇÕES 2020. CANDIDATA. VEREADOR. AUSÊNCIA DE INSTRUMENTO DE MANDATO. INTIMAÇÃO. NULIDADE. SENTENÇA NULA. RETORNO DOS AUTOS À ZONA DE ORIGEM. RECURSO CONHECIDO E PROVIDO.
1. Cuida–se de recurso eleitoral interposto por candidata ao cargo de vereador em Barreira/CE, contra sentença proferida pelo Juízo da 52ª Zona Eleitoral que julgou como não prestadas suas contas de campanha, com fundamento art. 74, inciso IV, da Resolução TSE nº 23.607/2019.
2. De início, observa–se ter sido alegado pela Recorrente a nulidade da intimação para que se manifestasse acerca das irregularidades identificadas no parecer preliminar de Id 19063309, já que, apesar desta ter sido encaminhada para oe–mailcadastrado no seu pedido de registro de candidatura, oe–mailpertencia ao partido político, bem como não houve confirmação de seu recebimento.
3. As regras de comunicação processual nas prestações de contas encontram–se versadas no art. 98 da Resolução TSE nº 23.607/2019.
4. Sem maiores dificuldades, observa–se que após o período eleitoral de 15 de agosto a 19 de dezembro de 2020, as intimações/citações devem ser realizadas pelo Diário de Justiça Eletrônico e quando não houver advogado constituído a citação pessoal se dará nos termos do § 9º do citado artigo. Assim, observa–se que não merece prosperar a tese de defesa de que a citação pessoal deveria observar o prescrito no Código de Processo Civil.
5. Também deve ser refutado o argumento de que a citação não teria validade tendo em vista que oe–mailcadastrado no pedido de registro de candidatura seria o da Agremiação Partidária, tendo em vista ser expresso no § 10 do dispositivo que os canais de comunicação processual são aqueles informados no Requerimento de Registro de Candidatura. Caberia a candidata ser diligente e informar em seu pedido de registro de candidatura os canais corretos de contato, não sendo possível transferir a culpa para o Partido Político.
6. Também não assiste razão à Recorrente quando aduz não haver nos autos efetiva comprovação de recebimento doe–mailencaminhado, tendo em vista, nos termos do § 2º, que reputam–se válidas as intimações ""quando realizada pelos demais meios eletrônicos, pela confirmação de entrega à destinatária ou ao destinatário da mensagem oue–mailno número de telefone ou endereço informado pelo partido, pela coligação ou pela candidata ou pelo candidato, dispensada a confirmação de leitura"". Ademais, conforme bem destacado pelo Magistradoa quohouve""êxito quanto ao uso doe–mailali contido, uma vez que não houve o retorno de mensagem indicando qualquer erro de envio"". Caso assim não se entenda, restaria franqueado aos candidatos omissos com a Justiça Eleitoral se eximir da obrigação de prestar/regularizar suas contas, bastando não responder aose–mailsencaminhados.
7. Cabe, ainda, asseverar o teor do § 3º do art. 98 da Resolução TSE nº 23.607/2019 que dispõe que ""não será prevista ou adotada intimação simultânea ou de reforço por mais de um meio, somente se passando ao subsequente em caso de frustrada a realizada sob a forma anterior"".
8. Contudo, apesar de tais ponderações, compulsando os autos, observa–se que a candidata não foi citada inicialmente por mensagem instantânea, tendo o Cartório Eleitoral enviado, como primeira opção,e–mail, em descumprimento ao determinado no § 9º que prevê a citação/intimação ""por mensagem instantânea, e, frustrada esta, sucessivamente pore–mail, por correspondência e pelos demais meios previstos no Código de Processo Civil"".
9. Alerte–se, ainda, em uma análise sistêmica do art. 98 da Resolução TSE nº 23.607/2019, constar, expressamente, no § 3º que ""não será prevista ou adotada intimação simultânea ou de reforço por mais de um meio, somente se passando ao subsequente em caso de frustrada a realizada sob a forma anterior"".
10. Some–se a isso que consultando os autos do Pedido de Registro de Candidatura da Recorrente, Rcand nº 0600131–89.2020.6.06.0052 – Id 4256359, observa–se que foram informados dois telefones que deveriam ter sido utilizados como primeira opção para a intimação em cumprimento ao determinado na legislação.
11. Por fim, não cabe a aplicação da teoria da causa madura ao caso, já que subsistem falhas a serem sanadas na prestação de contas, motivo pelo qual entende–se pertinente oportunizar à parte, nos prazos previstos na norma de regência, para cumprimento das diligências consideradas necessárias ao saneamento do processo. Impende ressaltar que, apesar de constar nos autos documentos posteriormente apresentados pela Recorrente para sanar referidas falhas, podem ser detectadas novas irregularidades quando da análise da documentação, devendo os trâmites de novas diligências serem realizados em 1º grau, sob pena de transformar esta instância recursal em instância de processamento ordinário do feito.
12. Diante de tais fatos, considerando nula a intimação para manifestação acerca das irregularidades detectadas no parecer técnico preliminar da Zona Eleitoral, Id 19063309, outra medida não resta senão anular todos os atos daí decorrentes, inclusive a sentença ora recorrida, e determinar o retorno dos autos à Zona de origem para regular processamento.
13. Sentença anulada. Retorno dos autos à zona de origem,
14. Recurso conhecido e provido.
(TRE-CE, Recurso Eleitoral nº 0600470-48, acórdão de 27/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 29/9/2022)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/3231694,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Recurso Eleitoral nº 0600470-48, acórdão de 27/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 29/9/2022",0600470-48,27/9/2022,Raimundo Deusdeth Rodrigues Júnior,"no Diário de Justiça Eletrônico, outra medida não resta senão reconhecer a nulidade da sentença.",TRE-CE,"TRE-CE, Recurso Eleitoral nº 0600470-48, acórdão de 27/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 29/9/2022
RECURSO ELEITORAL. PRESTAÇÃO DE CONTAS. ELEIÇÕES 2020. CANDIDATO. VEREADOR. NÃO APRESENTAÇÃO DAS CONTAS FINAIS. NULIDADE DA CITAÇÃO/INTIMAÇÃO. NULIDADE DA SENTENÇA. RETORNO DOS AUTOS À ZONA DE ORIGEM PARA REGULAR PROCESSAMENTO. RECURSO CONHECIDO E PARCIALMENTE PROVIDO.
NULIDADE DA INTIMAÇÃO/NULIDADE DA SENTENÇA
5. Compulsando os autos, verifica–se que foram apresentadas contas parciais pelo candidato nas datas de 23 de outubro e 1º de novembro de 2020. Tendo sido acostada aos autos, na data de 30 de dezembro de 2020, Certidão de Inadimplência do ora Recorrente em prestar suas contas finais de campanha referente ao pleito de 2020.
6. Na ficha de qualificação da prestação de contas parcial encontra–se registrado como advogado Roberval Pereira Pequeno – OAB/CE nº 25959. Contudo, não consta, à época, no Sistema PJe, tampouco no Sistema de Prestação de Contas instrumento de mandato outorgado pelo candidato a referido causídico.
7. A despeito de tal fato, consta nos fólios Certidão do Cartório Eleitoral, Id 19026917, informando que intimou o candidato, ""através do seu advogado ROBERVAL RUSCELINO PEREIRA PEQUENO – OAB/CE 25959"", para, no prazo de 3 (três) dias, prestar as contas finais sob pena das contas serem julgadas como não prestadas. Referida intimação foi publicada no Diário de Justiça Eletrônico em 04 de novembro de 2021.
8. A Resolução TSE nº 23.607/2019 destaca a obrigatoriedade de constituição de advogado nos processos de prestação de contas.
9. Nesta senda, não havendo advogado constituído nos autos, deve o candidato ser citado pessoalmente, conforme determina o art. 98, §§ 8º e 9º, da Resolução TSE nº 23.607/2019. O que não ocorreu na espécie.
10. Constata–se, assim, a ausência de citação/intimação válida nos autos, havendo inconteste inobservância dos princípios do devido processo legal, do contraditório e da ampla defesa.
11. Assim, tendo em vista a ausência de advogado regularmente constituído no feito e ter sido a comunicação processual realizada, tão somente, mediante publicação no Diário de Justiça Eletrônico, outra medida não resta senão reconhecer a nulidade da sentença.
12. Impende consignar, ainda, a impossibilidade de aplicação do princípio da causa madura ao presente feito, tendo em vista a necessidade de diligências que devem ser realizadas em 1º grau.
13. Nulidade da sentença. Retorno dos autos à Zona de origem.
14. Recurso conhecido e parcialmente provido.
(TRE-CE, Recurso Eleitoral nº 0600378-60, acórdão de 26/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 28/9/2022)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2965469,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Recurso Eleitoral nº 0600378-60, acórdão de 26/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 28/9/2022",0600378-60,26/9/2022,Raimundo Deusdeth Rodrigues Júnior,,TRE-CE,"TRE-CE, Recurso Eleitoral nº 0600378-60, acórdão de 26/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 28/9/2022
RECURSO ELEITORAL. PRESTAÇÃO DE CONTAS. ELEIÇÕES 2020. CANDIDATO. VEREADOR. PRELIMINAR. NULIDADE DA SENTENÇA. AUSÊNCIA DE CITAÇÃO VÁLIDA. REJEIÇÃO. MÉRITO. NÃO APRESENTAÇÃO DA MÍDIA ELETRÔNICA COM AS CONTAS FINAIS. AUSÊNCIA DE CONSTITUIÇÃO DE ADVOGADO. CITAÇÃO VÁLIDA. INÉRCIA. PRECLUSÃO. SENTENÇA MANTIDA. RECURSO CONHECIDO E DESPROVIDO.
PRELIMINAR DE NULIDADE DA SENTENÇA
3. O Recorrente pugnou, preliminarmente, pela nulidade da sentença, asseverando que sequer foi citado para constituir advogado no feito.
4. A Resolução TSE nº 23.607/2019 diz ser obrigatória a constituição de advogado nos processos de prestação de contas.
5. Contudo, não assiste razão ao Recorrente quando aduz que não foi citado para constituir advogado nos autos, já que consta citação do candidato, em 24 de setembro de 2021, via o aplicativo de mensagem eletrônicaWhatsApp, devidamente recebida, para que este apresentasse as suas contas finais com a entrega da mídia eletrônica gerada pelo SPCE com os documentos constantes do art. 53, inciso II, da Resolução TSE nº 23.607/2019, dentre estes o instrumento de mandato para constituição de advogado, sob pena de as contas serem julgadas não prestadas.
6. Impende destacar, ainda, por importante, não assistir razão ao Recorrente quando aduz que após o período eleitoral o candidato deve ser intimado nos termos do § 2º do art. 272 do Código de Processo Civil, já que existe norma específica de procedimento na Resolução TSE nº 23.607/2019, mais precisamente em seu art. 98, §§ 8º e 9º.
7. Assim, tendo ocorrido a citação do candidato por aplicativo de mensagem instantânea, inclusive com resposta deste, não há o que se falar em nulidade da citação. Diante de tais fatos, rejeito a presente preliminar.
(TRE-CE, Recurso Eleitoral nº 0600038-08, acórdão de 23/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 27/9/2022)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2964853,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Recurso Eleitoral nº 0600038-08, acórdão de 23/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 27/9/2022",0600038-08,23/9/2022,Raimundo Deusdeth Rodrigues Júnior,,TRE-CE,"TRE-CE, Recurso Eleitoral nº 0600038-08, acórdão de 23/9/2022, rel. Juiz Raimundo Deusdeth Rodrigues Júnior, publicado no DJE de 27/9/2022
ELEIÇÕES 2020. RECURSO ELEITORAL. PARTIDO POLÍTICO. CONTAS FINAIS DE CAMPANHA. INADIMPLÊNCIA. INTIMAÇÃO PORE-MAILINVÁLIDO. CONTAS JULGADAS NÃO PRESTADAS. NULIDADE DE CITAÇÃO. PRETERIDA ORDEM CONTIDA NO ART. 98 DA RTSE Nº 23.607/2019. AUSÊNCIA DE DEMAIS TENTATIVAS DE CITAÇÃO PESSOAL. ADVOGADO NÃO HABILITADO À ÉPOCA. NULIDADE DA SENTENÇA. INAPLICABILIDADE DA TEORIA DA CAUSA MADURA. SUPRESSÃO DE INSTÂNCIA. NECESSIDADE DE RETORNO DOS AUTOS À ORIGEM, PARA CITAÇÃO VÁLIDA.
2.In casu, após transcorrido o prazo de entrega das contas finais - estipulado para 15/12/2020, em cumprimento ao art. 7º, inciso VIII, da Resolução mencionada -, sem que tenham sido aquelas apresentadas, foi expedida notificação à agremiação partidária, pore-mail, para entregá-las no prazo de 3 (três) dias.
3. A mensagem foi enviada pelo Cartório Eleitoral ao endereço eletrônico cadastrado no sistema RCAND 2020, sendo certificado que a ""mensagem enviada apresentou erro em razão de o endereço dee-mailutilizado ter sido considerado inválido"" e que decorreu o prazo de 3 dias concedido ao partido, nada tendo sido apresentado.
Questão de ordem - nulidade da intimação
4. Verifica-se que a grei não foi validamente intimada. Conforme se observa nestes autos eletrônicos, a agremiação partidária sequer chegou a receber a intimação, enviada pelo Cartório Eleitoral pore-mail, para que viesse a juízo apresentar sua prestação de contas final de campanha.
5. Houve uma única tentativa de intimação do partido recorrente, a qual claramente restou frustrada, conforme atestado pela Chefia do Cartório Eleitoral, não se procedendo a outras tentativas para intimação/citação pessoal, já que não havia advogado habilitado nos autos.
6. Diante do inequívoco retorno doe-mailenviado, surgiu a obrigação de se proceder tentativas de intimação/citação pelos demais meios previstos na Resolução pertinente c/c normas processuais civis. Mas não foi o que aconteceu, pois o rito seguiu atropelado, com encaminhamento dos autos ao Ministério Público Eleitoral, com posterior prolação da sentença.
7. Inexistência de intimação/citação válida. Inobservância aos princípios do devido processo legal, do contraditório e da ampla defesa.
8. Não incidência da teoria da causa madura, sob pena de supressão de instância.
9. Sentença anulada. Determinação de retorno dos autos à origem, para intimação/citação válida da agremiação, para apresentação das contas finais, relativas à campanha eleitoral de 2020, seguindo estrita obediência às normas aplicáveis à matéria.
(TRE-CE, Recurso Eleitoral nº 0600608-15, acórdão de 16/9/2022, rel. Juiz Roberto Soares Bulcão Coutinho, publicado no DJE de 20/9/2022)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2964175,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
Prestação de Contas,1.1 Citação/intimação,"TRE-CE, Recurso Eleitoral nº 0600608-15, acórdão de 16/9/2022, rel. Juiz Roberto Soares Bulcão Coutinho, publicado no DJE de 20/9/2022",0600608-15,16/9/2022,Roberto Soares Bulcão Coutinho,,TRE-CE,"TRE-CE, Recurso Eleitoral nº 0600608-15, acórdão de 16/9/2022, rel. Juiz Roberto Soares Bulcão Coutinho, publicado no DJE de 20/9/2022
AGRAVO INTERNO. RECURSO ESPECIAL. ELEIÇÕES 2018. DEPUTADO ESTADUAL.QUERELA NULLITATIS. CONTAS DE CAMPANHA JULGADAS NÃO PRESTADAS. NOTIFICAÇÃO POSTAL E POR OFICIAL DE JUSTIÇA. ENDEREÇO DECLARADO NO REGISTRO DE CANDIDATURA. RES.–TSE 23.547/2017, 23.553/2017 E 23.609/2017. PRINCÍPIOS DA BOA–FÉ, DA DURAÇÃO RAZOÁVEL DO PROCESSO E DA COOPERAÇÃO. NEGATIVA DE PROVIMENTO.
4. Extrai–se da moldura fática do acórdão do TRE/MG que o agravante, ao se candidatar nas Eleições 2018, informou seu endereço como sendo (...), para onde se dirigiram as notificações posteriores à diplomação – por via postal e, depois, por oficial de justiça – para constituir advogado em sua prestação de contas de campanha, retornando a primeira delas com a informação ""mudou–se"".
5. Tendo o próprio candidato informado o endereço para onde deveriam ser dirigidas as comunicações de atos processuais, incabível exigir desta Justiça Especializada que promova buscas em outros meios a fim de viabilizá–la. Na mesma linha, precedentes cujaratiose aplica às inteiras ao caso, dentre eles: ""a prestadora de contas que se muda e deixa de informar à Justiça Eleitoral seu novo endereço arca com a responsabilidade de receber intimações judiciais no endereço por ela inserto no seu registro de candidatura"" (AgR–REspEl 0600073–90/SP, redator para acórdão Min. Edson Fachin, DJE de 19/5/2021).
7. Agravo interno a que se nega provimento.
(TSE, Agravo Regimental no Recurso Especial Eleitoral nº 0601077-28, acórdão de 5/5/2022, rel. Min. Benedito Gonçalves, publicado no DJE de 19/5/2022)",https://sjur-servicos.tse.jus.br/sjur-servicos/rest/download/pdf/2960498,https://www.tre-ce.jus.br/jurisprudencia/prestacao-de-contas
